,idDB,Nom,Equip,Funcio,Dorsal
531,42779,Kevin Gameiro,Valencia,Delantero,9
532,80954,Rodrigo Moreno,Valencia,Delantero,19
533,150360,Santi Mina,Valencia,Delantero,22
534,112994,Rubén Sobrino,Valencia,Delantero,23
535,,Fran Navarro,Valencia,Delantero,37
536,,Sergio González,Valladolid,Entrenador,0
537,86148,Jordi Masip,Valladolid,Portero,1
538,76510,Yoel Rodríguez,Valladolid,Portero,13
539,246214,Samuel Pérez,Valladolid,Portero,26
540,175209,Moisés Delgado,Valladolid,Defensa,3
541,58819,Kiko Olivas,Valladolid,Defensa,4
542,241869,Fernando Calero,Valladolid,Defensa,5
543,87815,Javi Moyano,Valladolid,Defensa,17
544,87804,Antoñito,Valladolid,Defensa,18
545,90394,Nacho,Valladolid,Defensa,22
546,450527,Mohammed Salisu,Valladolid,Defensa,28
547,,Roberto Corral,Valladolid,Defensa,34
548,,Javier Aparicio,Valladolid,Defensa,38
549,220122,Joaquín Fernández,Valladolid,Centrocampista,2
550,105093,Luismi,Valladolid,Centrocampista,6
551,11602,Borja Fernández,Valladolid,Centrocampista,8
552,96771,Rubén Alcaraz,Valladolid,Centrocampista,14
553,143622,Pablo Hervías,Valladolid,Centrocampista,15
554,242290,Toni Villa,Valladolid,Centrocampista,19
555,58876,Míchel,Valladolid,Centrocampista,21
556,198906,Anuar Mohamed,Valladolid,Centrocampista,23
557,59944,Keko,Valladolid,Centrocampista,24
558,,Pablo Muñoz,Valladolid,Centrocampista,31
559,,Moctar Sidi El Hacen,Valladolid,Centrocampista,37
560,,Waldo Rubio,Valladolid,Delantero,7
561,168636,Enes Ünal,Valladolid,Delantero,9
562,96785,Óscar Plano,Valladolid,Delantero,10
563,153867,Daniele Verde,Valladolid,Delantero,11
564,89850,Sergi Guardiola,Valladolid,Delantero,12
565,52686,Duje Cop,Valladolid,Delantero,20
566,442157,Miguel De la Fuente,Valladolid,Delantero,27
567,,Kuki Zalazar,Valladolid,Delantero,39
568,,Stiven Plaza,Valladolid,Delantero,42
569,,Javier Calleja,Villarreal,Entrenador,0
570,48772,Sergio Asenjo,Villarreal,Portero,1
571,51792,Andrés Fernández,Villarreal,Portero,13
572,20694,Mariano Barbosa,Villarreal,Portero,25
573,76610,Mario Gaspar,Villarreal,Defensa,2
574,96084,Álvaro González,Villarreal,Defensa,3
575,121221,Ramiro Funes Mori,Villarreal,Defensa,4
576,51948,Víctor Ruiz,Villarreal,Defensa,6
577,58792,Jaume Costa,Villarreal,Defensa,11
578,220162,Miguelón,Villarreal,Defensa,15
579,7261,Daniele Bonera,Villarreal,Defensa,23
580,,Pepe Castaño,Villarreal,Defensa,33
581,,Xavier Quintillá,Villarreal,Defensa,39
582,241160,Santiago Cáseres,Villarreal,Centrocampista,5
583,217593,Pablo Fornals,Villarreal,Centrocampista,8
584,54513,Vicente Iborra,Villarreal,Centrocampista,10
585,98961,Manu Trigueros,Villarreal,Centrocampista,14
586,208380,Alfonso Pedraza,Villarreal,Centrocampista,16
587,21250,Javi Fuego,Villarreal,Centrocampista,18
588,19524,Santi Cazorla,Villarreal,Centrocampista,19
589,39817,Bruno Soriano,Villarreal,Centrocampista,21
590,227164,Manuel Morlanes,Villarreal,Centrocampista,28
591,218328,Samuel Chukwueze,Villarreal,Centrocampista,30
592,,Iván Martín,Villarreal,Centrocampista,37
593,,Andrei Ratiu,Villarreal,Centrocampista,42
594,93721,Gerard Moreno,Villarreal,Delantero,7
595,111274,Carlos Bacca,Villarreal,Delantero,9
596,193454,Karl Toko Ekambi,Villarreal,Delantero,17
597,240071,Raba,Villarreal,Delantero,22
